1步杀421,1Rb1kc3/4a4/4bc3/1N2C4/9/9/9/9/9/3K5 w
6步杀6876,c1b2k3/3R4C/5N1rb/9/2p2n3/5C1R1/4r4/3n5/4p1p2/5Kc2 w
6步杀6917,5aC1R/4kn3/5a3/6pN1/9/1N7/9/9/1c2p1p2/3p1K2R w
6步杀6918,3ak1b2/9/5a1N1/2nRp4/3R1N3/3p5/9/4B4/2r6/3K1pBC1 w
6步杀6919,2bak3N/1R2a4/b3N4/5C3/3Rp4/4c4/9/1r1nB4/4r4/3K2B2 w
6步杀6920,R2a2C2/3k5/1c1nR2n1/r5NN1/9/9/9/9/2pr5/3AK4 w
6步杀6921,3k5/2R6/3a1nN2/9/9/9/9/5R3/1n1r1C3/2c1KcrN1 w
6步杀6922,9/3k4r/2c5b/2N5n/4n1N1R/4R4/4r4/3C5/2p1pp3/2cK5 w
6步杀6925,1c1Nk1N2/9/1R2b2R1/4pn3/2pn2b2/4C4/9/2C6/2p1p4/3K1c1r1 w
6步杀6926,3a2b2/9/3k1a3/6NR1/9/1N5R1/9/7C1/2nrAr3/c1BAK3C w
7步杀7154,3a1kb2/4a4/4b4/9/3N5/2R6/9/4C4/3pAp2n/4KAp2 w
7步杀7155,1n3k3/9/4bN3/9/9/2CR5/8c/4pA3/4AK1n1/6p2 w
7步杀7156,3akab2/9/9/1n5N1/2p5C/7cR/n8/4B4/4p4/2BK5 w
7步杀7157,6R2/2nc5/b4k3/4N4/6pn1/3C5/3c5/5p3/4p4/5K3 w
7步杀7158,3a5/1C3k3/8R/5N3/9/9/r8/3p5/4p4/3K5 w
7步杀7159,2bak1b2/4a4/9/5R3/9/7NC/9/9/1r2p1p2/5K3 w
7步杀7160,3a1a3/1c1k3N1/7RC/9/9/9/9/4B4/2rpA4/4KAB2 w
7步杀7161,3a1a3/1c1k3N1/7RC/9/9/9/9/4B4/r2pA4/4KAB2 w
7步杀7162,1cb3b2/4k1N2/9/3R5/3C5/9/7r1/5p3/4p4/5K3 w
7步杀7163,C1b6/1R7/3ck4/3N5/4p4/9/9/9/3p1p2r/4K4 w
7步杀7164,6b1R/4k4/4b1r1c/7N1/9/9/7C1/9/4p4/5K1c1 w
7步杀7165,2b2a3/1N1k5/4b4/9/9/8R/4n4/3r2C2/4p4/5K3 w
7步杀7166,2b1ka3/4a4/2n1b1r2/2NRC4/9/9/9/8B/4p4/3K5 w
7步杀7167,3k1ab2/1R1Na4/4b4/7n1/8C/9/9/r8/3p5/4KA3 w
7步杀7168,4ka3/4aN3/9/RC7/2b3b2/9/9/4p4/3nr1p2/5K3 w
7步杀7169,2ba5/4ak1N1/9/1CR6/9/2B6/2r6/9/c3A4/1n1K1A3 w
7步杀7170,1r1k1c3/1NR1a4/4b4/4C4/9/9/9/4B1n2/3p5/4K4 w
7步杀7171,1r1k1c3/1NR1a4/4b4/4C4/9/9/6n2/4B4/4p4/5KB2 w
7步杀7172,2ba5/4ak1N1/9/1CR6/9/2B6/2r6/9/c3Ap3/1n1K1A3 w
7步杀7173,3k1ab2/1R1Na4/4b4/7n1/7C1/9/9/r3B4/3p3c1/4KA3 w
7步杀7174,2bak4/4a4/4b4/5r1N1/9/7R1/9/4BC3/c1n1A1p2/3A1K3 w
7步杀7175,9/9/3k1N1cC/4R4/9/1n7/9/3p5/1r2p4/3K5 w
7步杀7176,9/1cC1k4/5a3/3RN4/9/6n2/r8/3p5/4p4/3K5 w
7步杀7177,3N5/C3k4/3a3R1/5r3/2b6/9/9/3n1p3/4p4/c4K3 w
7步杀7178,2bk4C/9/3a5/5cN2/9/9/9/9/2r6/1R2KAn1c w
7步杀7179,1rb2a3/3ka4/9/2R6/2N2cb2/4C4/4p4/9/4A4/2B1KAnc1 w
7步杀7180,3k1ab2/4a4/4b4/4N4/2p6/4c4/3C3r1/4B1n1B/4A4/1R1AK3c w
7步杀7181,1n3k3/9/4bN3/9/9/2CR5/9/5A3/4AK1n1/6r2 w
7步杀7182,5k3/1n2a4/8b/8N/2C6/4R4/9/9/1r1p1p3/4KA2n w
7步杀7183,3k1c3/4nN2n/2R6/9/9/9/3C5/5A2B/3pApr2/4K4 w
7步杀7184,3k5/4a4/4b4/4N4/2p3n2/9/1R1C3r1/4B1n2/5p3/3AK3c w
7步杀7185,7R1/C4k3/3Nbc3/9/2c5n/9/9/9/1nr1p4/3K5 w
7步杀7186,3R5/5k3/4b4/2C1N4/4p4/r8/9/9/1r2p4/3K5 w
7步杀7187,4kab2/4a3r/4b4/1N7/R8/9/3r5/3C1p3/4p4/5K3 w
7步杀7188,2bakab2/1r3R3/9/5N3/9/C8/1r1p5/3AB4/4A1p2/5KB2 w
7步杀7189,2bakab2/3R3r1/9/3N5/9/6C2/9/4B4/9/3K1c1r1 w
7步杀7190,2bakab2/3R3r1/9/3N5/9/6C2/9/4B4/4p4/3K1c1r1 w
7步杀7191,2bak4/4a4/4b4/5r1N1/9/5C1R1/9/6p2/c1r1A4/3AK4 w
7步杀7192,4kab2/4a4/4b4/1N1r5/9/1R7/9/3C2p2/2c1A2r1/3A1K3 w
7步杀7193,1r2R4/3k2c2/9/9/C1N6/9/9/3r5/3p1p3/4K4 w
7步杀7194,4kc3/4aRN2/9/9/9/9/9/C8/2pr2pr1/4K4 w
7步杀7195,C2k3r1/4a4/3N5/6R2/9/9/9/9/r2p1pc2/4K4 w
7步杀7196,2bk4C/9/3a5/5cN2/9/9/9/6n1B/1r7/R3KA2r w
7步杀7197,1c3a3/4a4/3k1N3/9/4R4/C8/9/6n2/3r1r3/2p1K4 w
7步杀7198,1r1ar4/C2k5/9/3N5/6b2/5R3/9/4c4/2np1p1n1/2c1K4 w
7步杀7311,2b3b2/5k3/2NaR4/9/4C3n/1nC1c4/2c6/3p5/4pp3/3K5 w
7步杀7312,5a3/3k3C1/R4a2b/7N1/6b2/1r7/9/2C6/4p4/c4K3 w
7步杀7313,1r1a1a3/4k4/4bc3/cN1R1C3/2b6/9/9/9/4pp3/2BK2C2 w
7步杀7314,2bk1an2/1R2a4/9/9/5CN2/3C5/4p4/5n3/2r2p3/3AK4 w
7步杀7315,2bk1an2/1R7/3a5/9/5CN2/4C4/9/5n3/2rp1p3/4KA3 w
7步杀7316,4k1n2/4a4/4na3/7N1/1C7/9/9/B2p1A3/r1p3RC1/2BAK3c w
7步杀7317,2ba1kn2/7n1/4b4/5C3/9/5R3/9/3N5/3pC4/2p1K1crc w
7步杀7318,3akab2/1c2n4/9/6CN1/1r7/9/2C3p2/2p6/R8/2BK2B1r w
7步杀7319,r1b1ka3/1R2a4/N3b4/p8/9/1c7/5pn2/C1p1B4/1r2A4/C2A1KB2 w
7步杀7320,1rC6/5k3/n3N4/9/9/9/R3c4/4C4/4rn3/3K5 w
7步杀7375,4R4/3N1k3/9/5C3/2b6/2N6/9/5p3/4p2r1/5K3 w
7步杀7376,4R4/4ak3/3Nb4/9/C2N5/9/9/9/4p4/3K2Brc w
7步杀7377,4ka3/9/4N4/2CR5/9/1Nc6/1r7/3p5/4p4/3K5 w
7步杀7378,2N2k3/5c3/4R4/1cp6/5Np2/5C3/9/9/1rp1p4/3K5 w
7步杀7379,3R5/2C1k4/9/2N6/2N6/9/2n6/3pc4/1r2p4/3K5 w
7步杀7380,4R4/2Nk5/4bN3/9/2p6/9/9/n3C4/2rpA4/c3KA3 w
7步杀7381,5k3/CR2a4/3a5/3N2N1p/9/9/4c4/4B1n2/4Ap3/3AK1B1r w
7步杀7382,2N4R1/9/2Nnk4/4pn2c/9/3C5/9/4c1r2/2p1pp3/3K5 w
7步杀7383,2b2kbc1/3R5/5N3/6c1r/4N4/1C7/1n7/2r6/6p2/3p1K3 w
7步杀7384,2b2Rn2/3k5/9/4c4/2N1N1br1/9/9/4C4/4p1p2/1r1c1K3 w
7步杀7385,2b2R3/3k1NnC1/b8/6N2/6c2/9/9/2rp5/4p1p2/3K2c1r w
7步杀7386,c2k5/2r6/b1N5b/9/4p3r/4CN3/3n5/3c5/2p1p4/1R1K5 w
7步杀7387,3R5/5k3/9/2C2N3/9/9/3N5/1r1r1n3/3n5/3K5 w
7步杀7388,2r1kn2c/5R3/9/3n2N2/1rN3b2/9/4C4/5p3/4p4/5K3 w
7步杀7389,5N3/2Rck2C1/5a3/5N1n1/1n2p4/9/9/9/1r2p2r1/5K3 w
7步杀7390,5Rb2/2nr4C/1n2k3b/5N3/9/2r6/3N2c2/9/6p2/3p1K3 w
7步杀7391,1r4R2/2Nc5/4k4/2pn1Npr1/n1b3b2/8C/9/9/4p1p2/5K3 w
7步杀7392,6c2/2Nk5/1rnn2N1b/9/9/9/4R4/4r4/2p1Cc3/3K1p3 w
7步杀7393,6R2/2nk1n1NC/1r4N2/9/4c1b2/9/7r1/3pc4/4p4/3K5 w
7步杀7394,7c1/6N2/2R1bk2b/1r2N1n2/6n2/9/5C3/4p4/6p2/1r2cK3 w
7步杀7395,1c7/4R4/1c1kbN2C/4p2n1/3N5/r1n4r1/9/3p5/4p4/3K5 w
7步杀7396,6r2/3Nk3c/b4r3/1n2p2R1/3N2pn1/5C3/3c5/5p3/4p4/5K3 w
7步杀7397,c1N1k1b2/9/2N2Rn2/r1p1n4/9/9/9/9/2pp1p3/2c1KC1r1 w
7步杀7422,9/9/3ak3C/5N2R/9/9/7c1/1r5C1/4p1p2/5K1N1 w
7步杀7423,3a1kb2/4a4/4b3n/3N2pN1/3r5/2R6/9/4BC1C1/2n1p1p2/c4K3 w
7步杀7424,2bak4/4a2r1/4c4/CNrN5/8R/6C2/9/9/2p1pp3/3K5 w
7步杀7425,4RN3/3N1k3/9/9/9/9/9/3p5/1C2p2p1/1rCK1nrc1 w
7步杀7426,2RN5/4k4/3CN2C1/2p6/9/2BpcpB2/3p1p3/4r4/3K1n3/2r3n2 w
7步杀7427,1r1a5/2NR5/2n1kN2b/2p6/4cr3/2nC5/4cC3/9/4p1p2/5K3 w
7步杀7515,4k1b2/2R6/b2a5/9/N8/8R/9/8C/c3p1p2/3p1K3 w
7步杀7516,4R4/3k3C1/9/5N3/3c2b2/9/r8/9/3p1p3/4K1R2 w
7步杀7517,4k4/9/9/3N1R3/3C5/5p3/5p1c1/1r1p5/4p4/3K1R3 w
7步杀7518,3akab2/8n/9/6R2/2bN1R3/9/4C4/4B4/pp1rA4/c3KA3 w
7步杀7519,2ba1kb2/3R5/2Na5/4R4/4C4/9/9/3ABn1c1/3rAp3/4K3c w
7步杀7520,3c1cN1R/R8/b2k2nrC/6p2/1n7/9/9/9/3p1p3/4K4 w
7步杀7521,2b1ka3/4a4/4b4/4C4/5R2N/7Rr/9/2r1B4/3pA4/4KAB1c w
7步杀7522,4k4/9/9/3R1N3/5C3/3p5/1c1r5/5p1r1/4p4/3R1K3 w
7步杀7523,3R5/4a1R2/2Nc1k3/9/5C3/9/9/2rA1p1r1/3p2p2/5K3 w
7步杀7524,C1r2R3/4k3c/4b4/1RN6/6b2/9/9/3AB3r/3pA4/4K2c1 w
7步杀7525,2bR3r1/5k3/b5R2/1n3N2C/4p4/9/9/5p1r1/4p4/5K3 w
7步杀7526,4ka3/2c1a4/4b4/4C2R1/2r1N1b2/9/9/4B4/1n1rA4/2BAKR3 w
7步杀7527,4ka3/c3a4/4b4/4C2R1/2r3b2/7N1/9/4BR3/1n1rA4/2B1KA3 w
7步杀7528,3a3RC/3rak3/4b4/9/6b1N/6c2/9/3p5/2n1r1p2/3K3R1 w
7步杀7529,2bak2rr/3Ra4/4b3N/4C4/9/9/9/2R6/3pAp3/4KAn1c w
7步杀7530,4k1b2/5R3/3a1c2b/6N2/8n/9/9/4C1p2/2rpRpr2/4K4 w
7步杀7531,2ba5/4akN2/n3b1n2/6R2/4r4/9/9/1R3C3/4p1pr1/5K3 w
7步杀7532,3aka1r1/5R3/4b3n/9/5N3/3R5/6n2/3C5/1c2A1r2/3A1K3 w
7步杀7534,3R5/5k3/b1R6/3n1N3/9/3c5/3n5/2Cp5/rr2p4/3K5 w
7步杀7535,3a2b2/4ak3/b4cN2/p7p/2p6/1C7/4RR3/2n6/r2rAn3/3AK1B2 w
7步杀7536,4R4/5R3/3k5/5cN2/1rcC2b2/4p4/4n4/4K4/4n4/4r4 w
7步杀7537,3k3c1/2R1a1R1c/4N2nb/9/1rb6/1n4r2/3C5/5p3/4p4/5K3 w
7步杀7538,2Rrk4/1N2a4/4R4/4nrn2/1c7/9/3C5/5p3/4p1p2/3c1K3 w
7步杀7539,1r2R1b2/5k3/4n3c/4N4/c1b4n1/3p5/5CR2/3K1p1r1/4p4/9 w
7步杀7540,3R3c1/4k4/8n/1n7/r1bN2bc1/1R2p4/3C5/3p5/4p1r2/3K5 w
7步杀7541,5k1c1/9/5N3/1rp6/c1b3br1/3R1R3/2pC5/1p1K2nn1/9/9 w
7步杀7542,6b1c/4k4/2R2a1n1/2p2N3/2n4c1/9/1r1r5/3C5/3pp4/5KR2 w
7步杀7572,4R1bnC/3k2N2/b1n6/9/9/4cC3/9/4pp3/6p2/3rcK1R1 w
7步杀7573,5R3/2N2R3/3k5/2p1p4/2Cc2C2/3c5/9/9/2rp1pr2/4K4 w
7步杀7574,2bakc3/4a4/4b4/2NRR2rr/9/9/2C6/2n6/3p1p3/C3K4 w
7步杀7575,3ak4/4a4/4cc3/1N1r2CRC/9/9/9/3n1R3/r3p4/3K5 w
7步杀7576,2bak4/4a4/4cc3/1N1r2CRC/9/9/9/3n5/r3p4/3K1R3 w
7步杀7577,C2a5/3rk4/3Nc2R1/1C7/9/1n7/9/3p5/4p4/1c1K1R1r1 w
7步杀7578,3ak4/4a4/4cc3/1N1r2CRC/9/9/9/3n1R3/rp2p4/3K5 w
7步杀7580,2b2kr2/3Ra2R1/3nba3/N3C2C1/1n4r2/9/9/9/2c1A4/3A1K3 w
7步杀7581,2r2kN2/3R3C1/b5nrb/9/6n2/5C3/9/5pc2/4p4/5K1R1 w
7步杀7582,3k1CbC1/4cN3/4R4/n3c4/7n1/4r4/3r5/9/4p1p2/2R2K3 w
7步杀7583,r1b1k3C/1c7/b2R5/2N6/5n1r1/5n3/4C1c2/9/4p1p2/1R3K3 w
7步杀7613,1c3k3/4a1R2/5aR1b/8C/9/9/5N3/B2A5/1rnp1p3/c3K1N2 w
7步杀7614,2c4Rc/1C2k3r/3N1a3/3Nn1R2/9/3n5/9/3p5/4p4/3K5 w
7步杀7616,5k3/4a1R2/6R1b/8C/9/9/5N3/9/1rrp1p3/c3K1N2 w
7步杀7617,2c5N/4ak3/5a3/2p6/c1bN5/9/6RC1/3rR4/3pp1p1r/5K3 w
7步杀7618,4N1b2/1N1k3C1/1n3a3/3cpRp2/9/9/1r7/9/2p1p4/3K1Rr2 w
7步杀7619,1rbkn2R1/2R1a4/C5N2/9/8r/N2c5/9/2n6/5p3/2p1K4 w
7步杀7620,6R2/2r1a1R2/4ck3/1N7/CnpN5/6n2/4c4/9/1r2p4/1p1K5 w
7步杀7621,9/3k4r/2cn4b/2N5n/6N1R/4R4/4r4/4C4/2p1pp3/2cK5 w
7步杀7627,3ak3C/3RaR3/9/1c3N3/5n1N1/9/9/3Cp4/2r2r3/3K1A3 w
7步杀7629,2b1kaR2/3RarNn1/1n2b4/9/2p3p2/1N4C2/9/4B4/1r1pA4/c1BAKC3 w
7步杀7630,2N1k4/4a4/2c1Nn3/9/2b6/1rn1C1rR1/3C5/3c3R1/2p1p4/3K5 w
7步杀7631,3akc2N/4a4/4b1n2/C2RR4/1N2C4/5r3/9/3pn4/4p2r1/3K4c w
7步杀7632,9/N8/1rcaknNR1/8p/8n/4C1rR1/3C1p3/3c5/2p1p4/3K5 w
7步杀7633,r3R4/1C1nr4/C3ka2b/3N5/1N4b2/3n5/9/3p3R1/2p1p4/3Kcpc2 w
8步杀6226,5ab2/R3a1N2/3k1r2b/7C1/9/9/9/5pn1B/2p1A1p2/4KAB1c w
8步杀6510,c5b2/4k4/2NN1Rn2/r1p1n4/9/9/9/9/2pp1p3/2c1KC1r1 w
8步杀7533,4ka3/3Ra1C2/4b2RN/4n4/9/9/5p3/8B/4Ar2r/4KABnc w
8步杀7762,3akab2/9/9/1n5N1/2p5C/7cR/9/4B4/4p4/1n1K2B2 w
8步杀7763,3a5/1C2k4/3N4R/9/9/9/r8/3p5/4p4/3K5 w
8步杀7764,3a1k3/4a4/4b1R2/9/2C3N2/9/9/4p4/3r1p3/4K4 w
8步杀7765,3k1N3/9/5R3/9/2Cc5/9/9/9/4p1pr1/5K3 w
8步杀7766,6R2/1C7/3k1N3/9/9/3c5/3r5/3p5/4p4/3K5 w
8步杀7767,9/9/3k1a3/4R4/3C5/9/1Nc3r2/5p3/4p4/5K3 w
8步杀7768,2bakaR1C/9/4c3N/9/9/9/9/4B2r1/4pp3/2BK5 w
8步杀7769,C1b6/4k4/1R1c5/3N5/4p4/9/9/9/3p1p2r/4K4 w
#8步杀7770,2ba1kbRC/2N1a4/9/4p4/4c1p2/9/9/1p2B4/4r4/3K2B2 w
8步杀7771,3a5/1C2k4/3N4R/9/n8/9/9/3p5/r3p4/3K5 w
8步杀7772,3ak1b2/4a4/9/6pN1/4r1b2/9/9/2n6/3pA4/2p1KA1RC w
8步杀7773,2b6/3ka2R1/4b4/9/4N4/6C2/9/4B4/cn6r/3A1KB2 w
8步杀7774,5a3/9/3kb4/2N6/9/6C2/7R1/1n7/3rp4/c4K3 w
8步杀7775,CR1c1abr1/4k4/1N3a3/9/9/9/8n/4B4/4p4/5KB2 w
8步杀7776,2bak1b2/9/5a3/3N5/9/5R3/9/n2ACA3/1r2p4/c2K5 w
8步杀7777,9/1cC2k3/5a3/3R5/2N6/6n2/r8/3p5/4p4/3K5 w
8步杀7778,2Rcka3/1N2a4/9/9/9/9/2C6/4B2n1/4A1pr1/2BA1K2c w
8步杀7779,1R7/7NC/4ka3/3r5/9/9/9/2n1B1n2/5p3/2BAK4 w
8步杀7780,3a1kb2/4a4/N3b4/7R1/9/9/2p6/5C3/1r2r4/3K5 w
8步杀7781,2ba1k3/2R3N2/4ba3/6p2/9/9/9/4B3C/2rrA4/1cBA1K3 w
8步杀7782,C2a4c/1R7/3ak4/9/4N4/9/5r3/5p3/4p1r2/5K3 w
8步杀7783,1rbak1b2/9/5a2n/3N4R/5C3/9/5p1r1/9/4p4/5K3 w
8步杀7784,2bak4/rn2arN2/4b4/9/7R1/9/9/3p1C3/2p1p4/3K5 w
8步杀7785,4k4/4a2N1/3c5/9/9/1R7/6C2/9/r4pn2/3AKA2r w
8步杀7786,1r3R3/3k2c2/3a5/9/2b3b2/9/3N5/3C1K3/4p1r2/3c2n2 w
8步杀7787,9/C3n4/5k3/p8/N5rc1/9/1R7/4p4/5p3/rc2K4 w
8步杀7788,9/3k5/2R6/9/3N5/3p5/3c4C/3rnKnr1/9/9 w
8步杀7885,4ka3/4a4/8b/9/4N4/9/9/1R5C1/2pCp4/3K1nnc1 w
8步杀7886,C4abc1/3ka4/9/9/4N4/9/3n3CR/9/1n1p1p3/c3K1p2 w
8步杀7887,3k1a3/1NR1a4/4b4/4C4/9/2C6/9/6n2/3pA4/cr1AK4 w
8步杀7888,3k1ab2/1NR1a4/4b4/4C4/9/2C6/9/n8/4Ap3/cr1AK4 w
8步杀7889,5R3/C3k3C/c8/6N2/9/9/9/5pn2/4p1r2/5K3 w
8步杀7890,N2a5/3ck4/C7R/9/C8/9/9/5p3/r3p4/c2AnK3 w
8步杀7891,C3k4/4a1r2/5a3/1N7/1Cp6/1R7/9/3p5/4p3r/3K5 w
8步杀7892,C3k4/4a1r2/5a3/1N7/1Cp6/1R7/9/3p5/4pr3/3K5 w
8步杀7893,n5b2/r1N1ak3/3C1aRCb/9/9/9/9/3p5/4p3r/3K5 w
8步杀7894,2bak3C/4a4/4b4/9/2pn5/r8/2rp3N1/1R2B2C1/4A4/c3KAB2 w
8步杀7895,2bak3C/4a4/4b4/9/2pn5/r8/2rp3N1/1R2B2CB/4A4/c3KA3 w
8步杀7896,1c5N1/2R3C2/3k1a3/4C4/4p4/4n4/4r4/4r4/4n4/4K4 w
8步杀7936,4R4/9/5k3/4NC3/2b6/2N6/9/5p3/4p2r1/5K3 w
8步杀7937,5R3/9/4k4/9/5cC2/3N1n3/3N5/3p5/1r2p4/3K5 w
8步杀7938,9/5k3/3nR1N2/2n3N2/9/3C1c3/4c4/9/2p1p2r1/3K5 w
8步杀7939,2b6/3N5/b3knR1C/1r3N2c/7n1/6c2/9/5p3/4p4/5K3 w
8步杀7940,6b2/3k5/R4a1Nc/9/3n5/3N5/3C5/9/4pnpr1/4cK3 w
8步杀7941,2bk2NcC/4Rn3/n3N4/9/2r3p2/6c2/9/5p3/4p4/5K3 w
8步杀7942,2R6/1N3k3/4ba2c/1n4p2/2b1p1n1N/9/9/3cC4/2rp1p3/4K4 w
8步杀7943,2R6/4k4/3a1N3/6p2/1c5C1/1r5r1/2N3p2/3K1p3/4p4/9 w
8步杀7944,9/2R5C/nN2k4/7rr/4N4/5c3/9/3pp4/4c4/3K5 w
8步杀7945,5k3/2R1a3C/b8/5cN2/1nbN5/9/9/3p5/2p5r/3Kcr3 w
8步杀7946,9/Cc2Nk1r1/3NRn3/9/2b3b1c/9/2r6/5pp2/4p4/5K3 w
8步杀7947,r5n2/1C1k3c1/2R5b/2N6/2b3N2/9/9/3pp4/2p6/3Kc1r2 w
8步杀7948,9/3ka2NC/b1R6/p1N6/n1b6/5c3/9/1r1p5/2p6/3Kcr3 w
8步杀7949,5k3/9/3R5/2C2N3/9/9/3N5/1r1r1n3/3n5/3K5 w
8步杀7950,1C2k1b2/2Nr1RN2/1n7/6p2/2n6/9/5c3/3p5/4pr3/3K5 w
8步杀7951,5kr2/9/5N2b/1n4r2/4N4/3C2n2/9/2cR5/4p1p2/2c2K3 w
8步杀7952,6c2/2N1k4/1rnn4b/4N4/9/9/4R4/4r4/2p1Cc3/3K1p3 w
8步杀7953,6R2/2nk3N1/1r1n2N2/9/4c1b1C/9/7r1/3pc4/4p4/3K5 w
8步杀7954,5k1rr/2N1a4/6R2/n8/5N3/5n3/2p2C3/7p1/2p1p1pc1/3K2c2 w
8步杀7955,c1c3b2/4kN3/2NR5/2p1n1p2/2b6/3n5/9/9/3p1p1r1/2p1KCr2 w
8步杀7988,1n1k4C/2NcR4/4b3N/9/6b2/9/C1r6/3n5/4p4/5K3 w
8步杀7989,3ak1c2/4a4/b8/7N1/2b2C1N1/4rR2r/9/9/2p1p4/2CK2B2 w
8步杀7990,3ak1N2/4a4/2C1b4/3n5/6N2/9/8r/2n5C/3r2p2/4Kc2R w
8步杀7991,1R1a1k3/1Cr6/5n2c/4N4/2r2N3/3n5/4c4/5p3/3p2p2/3pCK3 w
8步杀8043,c1ba1k3/1R2R4/3ab3N/9/9/9/5C3/9/2p1p4/2BK5 w
8步杀8044,c1ba1k2N/1R2R4/3ab4/9/9/9/9/5C3/2p1p4/1p1K5 w
8步杀8045,R2ak4/3Ra4/2n6/2N6/9/9/9/C8/3p1p3/2B1K1c2 w
8步杀8046,2rak1bc1/3Ra4/4b4/RN7/9/9/3C5/3p5/4p4/3K1p3 w
8步杀8047,9/4k4/9/5R3/3C1N3/5p3/5p1c1/1r1p5/4p4/3K1R3 w
8步杀8048,2b1kcr2/1R7/1N4R2/4p4/2b6/9/9/C8/3p1p3/2c1K4 w
8步杀8049,8R/4ak3/4na3/4N1p2/4p4/5c3/5r3/5p3/4p2C1/5K1R1 w
8步杀8050,3c1c2R/R8/b2k2nNC/6p2/1n5r1/9/9/9/3p1p3/4K4 w
8步杀8051,2r1kab1r/3Ra4/4b4/1N7/3C5/9/9/1R2B4/3p1p3/c3K4 w
8步杀8052,3ak4/3Ra4/4N4/5C3/3Rp4/9/9/1r1nB4/4r4/3K2B2 w
8步杀8053,7R1/1C3k3/1N1ab4/9/5r3/5r3/3n5/4R3B/4Ap3/3AK1B2 w
8步杀8054,R2ak4/3Ra4/2n6/2N6/9/9/9/9/5r3/C3KA1rc w
8步杀8055,3ak4/3Ra4/4N4/5C3/3Rc4/9/9/2nAB4/2r1r4/3K5 w
8步杀8056,2b1ka3/2c1a4/4b4/4C3R/9/7N1/1n1r3r1/4B4/4A4/2BAKR3 w
8步杀8057,3akab2/8n/9/6R2/2bN3R1/4C4/9/4B4/1r1rA4/c3KAB2 w
8步杀8058,2Rak4/3Ra4/2n6/2N6/9/9/9/C2A4B/3p1r1r1/2BAK3c w
8步杀8059,4R1bc1/9/3N1k3/9/6b2/9/9/3pnCR2/2r1p2r1/3K5 w
8步杀8060,3a3RC/3ra4/4bk3/9/6b1N/9/6c2/4BAc2/2nr3R1/4KA3 w
8步杀8061,5R3/9/1N2k4/9/4c2rC/9/4R4/5p3/4p1cnr/5K3 w
8步杀8062,n4k3/1R7/3a5/2N6/9/2C5R/5n3/9/r4cp1r/4K4 w
8步杀8063,3R5/4k4/b1R6/3n5/3N5/3c5/3n5/2Cp5/rr2p4/3K5 w
8步杀8064,4N1b2/4c4/1r3k2b/3n5/3R5/3R2n2/9/7C1/2p1p4/3K1c2r w
8步杀8065,R4R1N1/5n3/1r1ak3C/8n/2b6/9/5c3/4p4/5p3/1r1cK4 w
8步杀8066,3k3c1/2R1a1R1c/7nb/9/1rbN5/1n1r5/3C5/5p3/4p4/5K3 w
8步杀8067,cRbR1a1N1/4k4/9/1n3n3/2b6/2r6/9/5p3/4p4/2rc1K2C w
8步杀8068,1c6r/3k5/4RR1C1/2pcNnp2/6n2/9/5r3/5p3/4p4/5K3 w
8步杀8096,2b2kb2/7R1/2NaR4/9/4C3n/1nC1c4/2c6/3p5/4pp3/3K5 w
8步杀8097,2bk1abn1/5R3/4RaN2/4C4/9/9/9/2C1Bn3/3p1ppr1/4K3c w
8步杀8098,r1bk4C/1c7/bR7/2N6/5n1r1/5n3/4C1c2/9/4p1p2/1R3K3 w
8步杀8099,c1b6/5k2C/5Nnrb/9/2p6/3RC2R1/4r4/3n5/4p1p2/5Kc2 w
8步杀8100,9/5R3/b1Nk2cn1/9/2n2rpc1/4R4/4r4/5p3/6p2/1C1pCK3 w
8步杀8101,2c1RR3/9/3k1n1nC/2p1N1p1r/2b3b2/5r3/9/3c1p3/4p4/2C2K3 w
8步杀8125,3k1a1N1/3na4/9/7N1/9/9/9/5p1CR/3rp4/R4K3 w
8步杀8126,1n1N1k3/9/1N3a3/1CpRRc3/2bnp4/9/9/9/2rp5/1c2K1p2 w
8步杀8127,4k1r2/2NR5/4b4/6R1C/4n4/2p1r4/5N3/9/1nc1p4/3K1p3 w
8步杀8128,3c5/2R2n3/3kc2NC/9/8r/2rN3n1/9/9/3p1p3/4K3R w
8步杀8129,C1b1R4/3k4n/2Nr3R1/c6Nn/2b6/9/3p5/3p5/2p1p4/3K1c1r1 w
8步杀8130,2ba1kr2/4n4/4b4/2RR2p2/3n5/3CN2N1/4c4/5p3/4p4/3p1Kcr1 w
8步杀8136,1cbN5/4k3N/1R5R1/4pn3/2pn2b2/6C2/9/2C6/2p1p4/3K1c1r1 w
8步杀8137,1N1a5/4a4/1NC2k3/4p1p2/9/2cp4R/7C1/1r2n3R/3pA4/r1c1K4 w
8步杀8138,4k4/1N2a3n/2Cab1R2/2R3N2/2r1C1b2/9/9/4BA3/1n1p1p3/c1rAK4 w
8步杀8139,2N1kN3/9/2ca1n3/9/2b6/1rn1C1rR1/3C5/3c3R1/2p1p4/3K5 w
9步杀7628,6bc1/4k4/3R3n1/4N4/4Ncb2/4R1C2/9/4r4/1r2p1p2/2C2K3 w
9步杀8264,3aN4/1C3k3/8R/9/9/9/r8/3p5/4p4/3K5 w
9步杀8265,1C1a5/3k5/3a2N2/9/9/3R5/7r1/5p3/4p4/5K3 w
9步杀8267,9/3k5/5RN2/9/2Cc5/9/9/9/4p1pr1/5K3 w
